Length,Height,Weight,Age
1.0,0.225,8.618248,6.0
1.0875,0.25,10.07824725,6.0
1.925,0.525,45.2741515,11.0
1.2375,0.3,19.77377625,8.0
1.2125,0.3125,18.86659225,8.0
1.525,0.3875,25.684647,9.0
0.8375,0.2375,6.23689,6.0
0.4,0.05,0.41106775,6.0
1.65,0.4375,38.96638775,11.0
1.5,0.4125,33.12639075,10.0
1.2875,0.3375,20.28406725,11.0
1.25,0.3625,17.0380495,9.0
1.2125,0.325,20.76600875,8.0
1.0375,0.2625,9.19941275,7.0
1.1875,0.275,13.210867,7.0
1.4375,0.325,24.7491135,9.0
1.6,0.375,39.7743485,17.0
1.4625,0.3875,24.777463,11.0
1.7375,0.5,53.6089045,11.0
1.625,0.5,43.02036625,11.0
1.4375,0.375,27.54153925,11.0
1.25,0.3,17.236496,13.0
1.5875,0.4375,40.596484,18.0
1.5125,0.3625,30.83008125,9.0
0.7375,0.2125,3.5436875,9.0
1.45,0.4,25.7696955,13.0
1.6125,0.4375,38.11590275,13.0
1.4125,0.3625,24.6357155,9.0
1.45,0.375,29.7386255,8.0
0.775,0.1875,4.91863825,6.0
1.1625,0.3,12.54465375,8.0
1.6,0.4125,40.83745475,10.0
0.5625,0.125,1.45999925,4.0
1.325,0.3875,21.035329,11.0
1.2625,0.3375,17.42076775,10.0
1.625,0.4125,39.24988275,11.0
1.5375,0.5125,41.23434775,14.0
0.5875,0.15,1.82854275,3.0
1.2875,0.35,15.35125425,10.0
1.0875,0.275,11.2547515,7.0
1.5625,0.5,34.8415355,14.0
1.575,0.4,34.74231225,15.0
1.1,0.3125,11.77921725,8.0
1.5375,0.5125,47.58463575,18.0
0.7375,0.1875,3.92640575,5.0
1.475,0.375,28.2644515,12.0
1.375,0.35,17.84601025,9.0
0.8375,0.2,6.4920355,8.0
1.175,0.3375,15.762322,10.0
1.0125,0.2625,9.4970825,7.0
0.5875,0.2,1.814368,5.0
1.1625,0.3125,12.99824575,9.0
1.1625,0.3125,14.61416725,7.0
1.5375,0.4375,31.127751,10.0
1.2,0.3125,16.51358375,8.0
1.3,0.375,20.93610575,9.0
1.025,0.225,9.82310175,7.0
1.45,0.375,25.8830935,12.0
0.8375,0.225,5.7549485,6.0
0.725,0.1875,3.96893,4.0
1.3,0.35,20.36911575,9.0
1.075,0.225,10.375917,7.0
1.475,0.4,26.2232875,14.0
1.5,0.4375,33.849303,9.0
1.25,0.3125,17.95940825,8.0
1.2375,0.3,15.43630275,8.0
1.2,0.3125,17.4916415,9.0
1.3,0.3625,22.92057075,14.0
1.0625,0.2625,9.355335,7.0
1.225,0.2875,24.0687255,9.0
1.25,0.3375,16.9246515,9.0
1.5875,0.4375,36.0322145,10.0
0.775,0.2125,4.12485225,7.0
1.325,0.3375,20.3265915,11.0
1.6125,0.375,39.19318375,11.0
1.25,0.325,16.556108,12.0
1.1625,0.275,12.74310025,8.0
1.4625,0.4625,29.49765475,13.0
1.375,0.3375,20.70930975,12.0
0.5,0.1,0.77961125,5.0
1.1875,0.3,13.62193475,7.0
1.4,0.3875,26.308336,13.0
1.3125,0.3125,17.4349425,8.0
1.5,0.4125,30.91512975,14.0
1.0625,0.3125,12.360382,8.0
1.075,0.2625,10.9712565,9.0
1.175,0.3125,13.39513875,9.0
1.025,0.2375,9.3836845,9.0
1.2625,0.3125,17.70426275,8.0
1.5625,0.4125,33.8776525,17.0
1.7,0.475,51.55356575,10.0
1.3125,0.375,22.04173625,10.0
1.55,0.4125,36.514156,8.0
0.9125,0.2,5.8116475,7.0
1.025,0.2625,9.1001895,8.0
1.125,0.2375,12.6722265,7.0
0.925,0.1875,7.1157245,6.0
1.4625,0.3625,25.51455,11.0
1.6,0.5125,38.96638775,11.0
1.525,0.425,30.432416,12.0
1.225,0.3,15.5071765,8.0
1.2125,0.2875,14.628342,8.0
1.4125,0.3875,26.09571475,10.0
1.55,0.3625,34.79901125,14.0
1.4,0.3625,24.720764,10.0
1.425,0.425,23.7285315,10.0
1.2875,0.3125,17.463292,10.0
1.5125,0.4125,32.0632845,9.0
1.45,0.375,27.0170735,12.0
1.6625,0.45,36.0322145,11.0
0.9625,0.2375,6.350288,6.0
1.4125,0.3375,28.64716975,13.0
1.425,0.425,27.895908,13.0
1.45,0.4375,25.684647,14.0
0.925,0.2375,6.33611325,6.0
1.075,0.275,12.51630425,18.0
1.3,0.325,16.71203025,9.0
1.4375,0.4125,31.6096925,9.0
1.175,0.3625,15.77649675,8.0
1.4125,0.375,21.87163925,9.0
1.3875,0.35,21.6873675,9.0
1.2875,0.4125,32.601925,15.0
1.225,0.3,17.84601025,8.0
0.775,0.2,3.515338,7.0
1.0,0.275,8.901743,11.0
1.2375,0.3125,17.70426275,10.0
1.375,0.35,26.26581175,9.0
1.6875,0.45,41.48949325,12.0
1.0875,0.275,10.9145575,7.0
0.7875,0.125,4.2807745,7.0
1.4125,0.3375,24.76328825,10.0
1.775,0.55,53.6089045,11.0
1.1125,0.2875,11.38232425,7.0
1.175,0.2375,11.7650425,8.0
1.05,0.25,11.38232425,8.0
1.4375,0.35,23.51591025,11.0
1.3125,0.3125,19.17843675,9.0
1.6375,0.4875,38.71124225,18.0
1.4625,0.4125,28.64716975,11.0
0.7,0.15,3.01922175,8.0
1.4125,0.3875,22.8213475,9.0
0.4,0.1,0.83631025,4.0
1.2875,0.3125,16.40018575,8.0
1.6125,0.4375,40.44056175,21.0
0.925,0.225,6.53455975,6.0
1.6125,0.4,33.43823525,10.0
1.1,0.3125,12.60135275,10.0
1.2125,0.3125,14.81261375,13.0
1.2,0.3125,14.571643,9.0
1.4375,0.3875,31.19862475,16.0
1.425,0.4,28.42037375,12.0
1.625,0.425,37.32211675,9.0
1.425,0.3625,26.988724,10.0
1.5625,0.4375,36.1456125,12.0
1.5,0.4,34.0477495,11.0
1.25,0.35,17.7184375,9.0
0.6875,0.1625,2.721552,6.0
1.5375,0.4125,33.40988575,20.0
0.825,0.1875,3.6003865,6.0
1.1875,0.2625,15.49300175,8.0
1.35,0.3875,19.97222275,13.0
1.625,0.475,43.828327,14.0
0.4,0.0875,0.5953395,5.0
0.6875,0.175,2.0128145,4.0
1.175,0.3375,12.43125575,9.0
0.6625,0.175,2.097863,4.0
1.075,0.25,10.716111,7.0
1.325,0.3625,28.64716975,8.0
1.25,0.3375,21.87163925,8.0
1.6,0.4375,41.63124075,17.0
1.5125,0.35,24.76328825,10.0
1.35,0.3625,23.43086175,11.0
1.4875,0.45,38.725417,15.0
0.85,0.1875,5.0745605,7.0
1.1625,0.3,13.097469,9.0
0.975,0.225,8.06543275,6.0
1.5875,0.4875,32.33260475,10.0
1.5625,0.4625,37.137845,16.0
0.95,0.25,7.2858215,7.0
1.6125,0.3875,35.60375275,10.0
1.0,0.225,7.9095105,7.0
1.4125,0.4,27.08794725,9.0
1.575,0.4,34.699788,10.0
1.425,0.375,28.76056775,9.0
0.5875,0.1625,2.721552,5.0
1.7625,0.5125,39.745999,13.0
1.5,0.375,32.16250775,9.0
1.5125,0.4,32.36095425,11.0
1.4,0.3625,23.54425975,9.0
1.0625,0.2625,11.09882925,7.0
0.725,0.175,3.1467945,5.0
1.5625,0.3875,33.55163325,9.0
1.075,0.25,11.2547515,8.0
1.7125,0.45,43.0628905,10.0
1.4625,0.3125,28.7180435,10.0
0.9625,0.25,9.45455825,9.0
1.575,0.4125,32.19085725,10.0
0.6,0.1875,1.94194075,4.0
1.45,0.375,29.18581025,11.0
1.525,0.35,28.67551925,8.0
1.4375,0.375,26.2232875,9.0
1.25,0.3375,15.5071765,9.0
1.4,0.35,22.77882325,9.0
0.5,0.0625,1.09145575,5.0
1.125,0.3,11.41067375,8.0
1.7,0.4375,44.395317,13.0
1.525,0.375,32.205032,10.0
1.4375,0.3375,23.88445375,10.0
1.175,0.275,12.984071,9.0
1.7,0.475,48.477645,18.0
1.5625,0.5,38.838815,10.0
0.6125,0.1625,2.0695135,10.0
1.5,0.4375,32.601925,10.0
0.9625,0.2,7.144074,7.0
1.4125,0.375,22.169309,9.0
1.1625,0.3,17.95940825,8.0
1.2125,0.35,17.42076775,8.0
1.35,0.425,23.85610425,9.0
1.4,0.3625,22.92057075,11.0
1.5625,0.475,33.40988575,10.0
1.225,0.3625,16.68368075,19.0
1.425,0.4,27.499015,10.0
1.2125,0.3875,21.3471735,13.0
0.9625,0.2625,8.46232575,10.0
1.5875,0.4375,35.19590425,11.0
1.525,0.425,30.94347925,11.0
1.5875,0.4,35.50774875,9.0
1.575,0.3875,31.6096925,9.0
1.0,0.325,10.432616,17.0
1.4125,0.4,24.0687255,9.0
1.375,0.3125,22.4244545,9.0
1.55,0.45,33.8209535,10.0
1.25,0.3375,16.76872925,9.0
1.4875,0.375,27.68328675,10.0
1.175,0.2625,13.25339125,7.0
1.25,0.35,18.01610725,13.0
1.6125,0.3875,37.32211675,9.0
1.3625,0.35,21.885814,10.0
1.525,0.3625,26.705229,10.0
1.1875,0.3125,14.92601175,8.0
1.3125,0.3375,19.74542675,9.0
1.2125,0.3625,21.9708625,12.0
1.2,0.3125,14.33067225,9.0
1.425,0.35,24.50814275,9.0
1.525,0.375,36.117263,12.0
1.575,0.3875,33.40988575,8.0
1.1,0.3,11.38232425,11.0
1.5,0.4375,34.699788,15.0
1.475,0.4125,29.69610125,20.0
1.4375,0.4,24.7491135,9.0
1.5,0.3875,30.8726055,10.0
1.5,0.3625,26.2799865,10.0
1.1875,0.275,10.41844125,8.0
0.6375,0.175,2.83495,6.0
1.525,0.375,27.895908,14.0
1.5625,0.4,34.7848365,11.0
0.4625,0.1125,0.907184,4.0
0.975,0.25,7.81028725,7.0
1.3875,0.35,24.720764,9.0
1.25,0.3125,15.43630275,8.0
1.1875,0.2875,14.458245,9.0
0.925,0.225,6.0951425,7.0
1.6125,0.45,37.364641,12.0
1.725,0.475,45.812792,11.0
1.6125,0.475,37.1094955,10.0
1.45,0.3875,27.08794725,11.0
1.575,0.4125,37.32211675,14.0
1.5125,0.5125,38.76794125,16.0
1.2875,0.4125,22.75047375,15.0
1.55,0.4125,33.40988575,10.0
1.175,0.2625,12.7289255,6.0
1.525,0.3875,32.6869735,11.0
1.5625,0.475,34.5580405,18.0
1.425,0.4125,28.7180435,14.0
1.1375,0.25,11.94931425,10.0
1.2,0.3125,15.09610875,13.0
1.5125,0.425,31.65221675,9.0
1.3125,0.4,23.71435675,14.0
1.45,0.4,30.40483875,9.0
1.7625,0.4875,46.67745175,15.0
1.3875,0.35,20.638436,9.0
1.6125,0.4,37.0527965,11.0
1.3,0.35,20.97863,11.0
1.4875,0.3875,27.62658775,10.0
1.4125,0.4125,28.64716975,10.0
1.3125,0.3125,17.67591325,8.0
1.575,0.3875,36.967748,11.0
1.1125,0.3,12.133586,10.0
1.25,0.325,19.17843675,8.0
1.15,0.275,13.154168,6.0
1.475,0.4125,25.92561775,16.0
1.125,0.275,13.39513875,7.0
0.9625,0.25,7.10154975,6.0
0.6375,0.15,2.62232875,5.0
1.3125,0.4125,26.7902775,18.0
1.375,0.375,20.97863,8.0
1.375,0.3625,24.50814275,9.0
1.55,0.4375,34.529691,12.0
1.2125,0.325,18.75319425,8.0
1.725,0.4875,47.0318205,18.0
0.875,0.225,5.5848515,7.0
1.2375,0.3,17.9452335,6.0
1.5125,0.475,37.32211675,18.0
1.15,0.2625,12.68640125,9.0
1.3125,0.3125,19.8163005,9.0
1.6875,0.475,48.00987825,13.0
1.3125,0.3375,20.96445525,8.0
1.7875,0.475,45.25997675,10.0
1.525,0.375,32.16250775,19.0
0.5875,0.1375,1.09145575,4.0
1.325,0.3875,20.79435825,8.0
1.625,0.4375,36.4291075,10.0
1.5625,0.4125,32.16250775,11.0
1.525,0.4,32.2333815,19.0
0.825,0.1875,4.80524025,7.0
1.5125,0.425,26.988724,9.0
1.125,0.3,13.04077,10.0
1.5875,0.5,41.23434775,20.0
1.4375,0.4125,24.50814275,11.0
1.8,0.5375,54.941331,11.0
1.35,0.35,21.885814,10.0
0.925,0.225,7.5126175,7.0
1.4875,0.4,31.581343,15.0
0.6375,0.175,2.08368825,5.0
1.6125,0.5,34.5580405,14.0
1.7625,0.5,49.781722,12.0
1.5875,0.4125,31.39707125,11.0
1.375,0.275,23.71435675,8.0
1.5375,0.4125,32.21920675,11.0
0.6,0.1375,1.54504775,5.0
1.7375,0.5,49.22890675,10.0
1.5625,0.3875,35.3518265,10.0
0.95,0.2,6.33611325,6.0
1.6,0.4125,37.1094955,9.0
1.5125,0.425,33.40988575,15.0
1.575,0.375,35.096681,11.0
1.0,0.225,8.17883075,7.0
1.6,0.4375,40.1145425,15.0
1.425,0.475,30.83008125,17.0
1.1,0.325,12.984071,8.0
0.6875,0.2,2.8066005,5.0
1.25,0.325,19.447757,11.0
1.475,0.35,31.581343,14.0
1.375,0.375,19.74542675,11.0
1.65,0.475,47.513762,16.0
1.175,0.3125,14.81261375,11.0
1.2125,0.3,17.4916415,8.0
0.925,0.2125,6.59125875,7.0
1.55,0.4375,35.50774875,20.0
0.5875,0.1,1.1623295,4.0
1.0375,0.25,9.51125725,8.0
1.425,0.3875,25.27357925,13.0
1.475,0.35,29.97959625,10.0
1.4875,0.3875,31.75144,10.0
0.85,0.275,5.10291,6.0
1.3125,0.2625,18.030282,8.0
1.575,0.475,35.72037,8.0
1.625,0.4375,49.32813,10.0
1.0625,0.2875,10.41844125,8.0
1.375,0.375,27.28639375,10.0
0.975,0.2625,7.030676,6.0
1.1,0.275,11.509897,13.0
1.175,0.2625,12.60135275,7.0
1.6,0.4625,33.43823525,10.0
0.8125,0.1875,4.309124,6.0
0.9625,0.25,8.17883075,7.0
1.55,0.3875,31.9498865,12.0
1.2625,0.3625,17.67591325,14.0
0.925,0.2375,5.65572525,6.0
1.4375,0.3375,22.69377475,12.0
0.9375,0.2375,5.556502,7.0
1.5375,0.4375,31.39707125,14.0
1.5625,0.425,35.50774875,10.0
1.4125,0.4375,27.9242575,12.0
1.3875,0.4,33.12639075,10.0
1.4875,0.375,27.88173325,8.0
1.5625,0.4125,29.937072,11.0
1.4125,0.35,24.323871,8.0
0.575,0.125,1.814368,5.0
0.525,0.1,1.48834875,6.0
1.5375,0.4,32.33260475,11.0
1.0875,0.2875,11.12717875,9.0
1.1875,0.35,13.8062065,8.0
1.0625,0.25,11.1413535,8.0
1.5375,0.3875,29.086587,12.0
1.2375,0.3125,18.71067,9.0
1.4,0.425,24.040376,14.0
0.775,0.1875,3.72795925,5.0
1.3125,0.35,18.313777,9.0
1.475,0.375,28.36367475,8.0
0.7375,0.0,3.01922175,5.0
1.2625,0.325,21.1203775,13.0
1.5625,0.3875,34.8415355,11.0
1.4125,0.3625,23.09066775,9.0
0.825,0.225,6.30776375,7.0
1.125,0.2625,13.551061,7.0
0.775,0.1875,3.6570855,6.0
1.425,0.3625,22.15513425,11.0
1.3125,0.4125,22.169309,9.0
1.375,0.35,24.777463,10.0
1.275,0.275,19.57532975,9.0
1.2625,0.3125,15.49300175,8.0
1.45,0.3875,29.95124675,9.0
1.7375,0.5,51.90929475,12.0
1.3875,0.4,26.932025,9.0
1.2625,0.3125,17.50581625,8.0
1.5875,0.425,39.859397,10.0
1.4125,0.375,25.92561775,14.0
1.025,0.275,8.20718025,7.0
1.2625,0.325,16.31513725,8.0
0.5125,0.1375,1.020582,5.0
1.5875,0.55,40.9083285,10.0
1.1875,0.275,13.154168,7.0
0.7875,0.225,3.7704835,5.0
0.7,0.175,2.8632995,5.0
1.475,0.375,26.2232875,9.0
0.775,0.1875,4.23825025,5.0
1.25,0.375,18.86659225,10.0
0.5125,0.125,1.0489315,3.0
1.4625,0.3625,27.385617,10.0
1.125,0.3375,13.05494475,8.0
1.2875,0.3375,15.49300175,9.0
1.1875,0.3375,15.09610875,7.0
1.4875,0.4,25.7129965,10.0
0.4375,0.1375,0.89300925,4.0
1.1625,0.2625,12.60135275,9.0
1.6875,0.425,41.8722115,9.0
1.275,0.35,21.72989175,8.0
1.475,0.35,28.81726675,10.0
1.3,0.375,18.592225,11.0
0.8,0.2125,3.9972795,5.0
1.625,0.4875,43.318036,13.0
1.5625,0.4375,39.02308675,10.0
1.6375,0.4625,42.82191975,11.0
1.5625,0.4375,36.0889135,13.0
1.6,0.45,39.19318375,11.0
0.9875,0.25,7.98038425,7.0
1.2875,0.35,18.75319425,10.0
1.75,0.4875,45.91201525,12.0
1.1625,0.275,13.5794105,8.0
1.4375,0.3875,29.97959625,11.0
1.3875,0.35,25.69882175,19.0
1.7,0.475,55.06890375,10.0
0.5875,0.125,1.814368,6.0
1.6375,0.4375,41.39027,13.0
1.425,0.375,23.79940525,10.0
1.4375,0.375,23.26076475,10.0
1.4375,0.35,24.50814275,9.0
1.2,0.275,16.25843825,12.0
1.6,0.4,30.957654,10.0
1.4,0.35,22.169309,9.0
1.2875,0.275,14.81261375,11.0
1.3625,0.375,23.530085,10.0
1.15,0.3,13.08329425,8.0
1.475,0.375,23.91280325,10.0
1.625,0.4375,36.61337925,10.0
1.6375,0.4375,36.78347625,12.0
1.45,0.4125,28.76056775,14.0
1.625,0.4125,44.57182125,10.0
0.6375,0.1625,2.16873675,5.0
1.325,0.35,22.55202725,11.0
1.1,0.2375,10.4042665,8.0
1.5625,0.375,35.02580725,9.0
1.6125,0.4375,32.998818,10.0
1.1625,0.25,11.43902325,6.0
1.6375,0.3875,38.68289275,13.0
1.2125,0.3,15.762322,7.0
1.1875,0.3,12.99824575,9.0
1.275,0.3375,17.76096175,9.0
1.5125,0.4,35.62114675,12.0
1.6,0.4375,41.23434775,11.0
1.375,0.3625,22.169309,21.0
1.4375,0.4,24.42309425,13.0
0.6875,0.2125,2.8066005,7.0
0.675,0.175,3.72795925,4.0
1.375,0.3875,19.17843675,11.0
1.075,0.275,7.49844275,8.0
1.5,0.3875,33.8776525,10.0
1.5125,0.4,37.0527965,10.0
1.1375,0.3,13.90542975,12.0
1.175,0.35,16.71203025,9.0
1.5125,0.4125,33.12639075,9.0
1.1125,0.3,12.91319725,9.0
1.575,0.4,25.67047225,10.0
1.775,0.475,45.74191825,14.0
1.8,0.5375,55.961913,12.0
1.375,0.375,22.58037675,9.0
1.5,0.4125,31.62386725,8.0
1.4375,0.3875,33.5941575,9.0
1.25,0.3625,21.38969775,11.0
1.025,0.25,11.7083435,7.0
0.9,0.2125,5.79747275,7.0
1.25,0.35,13.05494475,8.0
1.3,0.3125,18.24290325,11.0
1.15,0.3125,11.453198,6.0
1.575,0.4,29.69610125,10.0
0.6375,0.1625,1.190679,4.0
1.0,0.225,10.41844125,7.0
1.25,0.3125,14.571643,8.0
1.5125,0.4375,37.32211675,10.0
1.4875,0.45,27.20134525,8.0
0.925,0.2375,7.7394135,7.0
1.55,0.4,29.5685285,12.0
1.35,0.35,15.43630275,8.0
0.325,0.05,0.963883,4.0
0.9875,0.2375,8.8733935,14.0
1.5125,0.4,27.442316,9.0
1.575,0.475,39.02308675,17.0
1.55,0.4375,41.4753185,12.0
1.475,0.4,25.44367625,11.0
1.4375,0.375,27.99513125,10.0
0.8125,0.1875,4.7910655,7.0
1.3,0.3,15.762322,8.0
1.7375,0.4875,45.472598,17.0
1.425,0.4,27.612413,14.0
1.6875,0.4625,42.2124055,10.0
1.025,0.2875,7.994559,10.0
0.8,0.2125,4.6209685,6.0
1.0625,0.2375,9.19941275,7.0
1.5,0.4125,35.777069,10.0
0.4625,0.1125,0.907184,4.0
1.5875,0.4125,33.8776525,19.0
1.4,0.375,28.90231525,9.0
1.0,0.25,9.3836845,6.0
1.5625,0.425,37.364641,10.0
0.8,0.1875,4.20990075,6.0
1.475,0.4125,26.365035,18.0
1.1125,0.25,11.169703,9.0
1.35,0.35,19.57532975,8.0
1.4875,0.375,31.467945,10.0
1.325,0.45,27.895908,21.0
1.1625,0.275,11.169703,9.0
0.85,0.1875,6.180191,5.0
0.6,0.1125,1.814368,6.0
1.275,0.4,28.02348075,10.0
1.6875,0.4875,41.63124075,19.0
1.275,0.3875,21.6873675,12.0
1.6125,0.4125,39.2073585,16.0
1.575,0.4125,35.0116325,10.0
1.125,0.2625,11.55242125,7.0
0.6375,0.15,2.381358,5.0
0.975,0.225,7.824462,6.0
1.0875,0.225,11.6516445,6.0
1.3625,0.325,22.80717275,15.0
1.4875,0.4625,29.766975,10.0
1.375,0.3375,22.8213475,10.0
1.7125,0.525,45.1607535,10.0
0.925,0.2125,6.2085405,7.0
1.4875,0.4,26.12406425,9.0
1.5,0.425,28.066005,10.0
1.3125,0.325,20.05727125,8.0
1.3125,0.3125,22.1409595,9.0
0.9875,0.2375,9.56795625,6.0
1.25,0.35,16.85377775,10.0
1.5625,0.3875,35.19590425,9.0
1.0875,0.3125,12.417081,7.0
1.4625,0.375,29.937072,13.0
1.3125,0.375,21.9708625,9.0
1.175,0.3125,16.45688475,8.0
1.3125,0.325,19.06503875,9.0
1.1375,0.275,11.66581925,9.0
0.875,0.225,5.88252125,6.0
1.5625,0.3875,38.03085425,10.0
1.4625,0.375,26.26581175,9.0
1.6125,0.475,43.6298805,10.0
1.225,0.275,15.49300175,10.0
1.4,0.3875,27.62658775,12.0
1.1,0.275,11.7083435,9.0
1.5125,0.4,32.92794425,9.0
1.4625,0.4625,27.4139665,15.0
1.4125,0.4,22.8213475,9.0
1.4625,0.4125,32.431828,9.0
1.425,0.375,24.67823975,9.0
1.3125,0.3375,19.9863975,9.0
1.625,0.5,42.354153,9.0
1.025,0.225,7.95203475,7.0
1.175,0.3125,14.18892475,17.0
1.45,0.4125,28.8314415,15.0
0.95,0.25,7.654365,7.0
0.875,0.225,5.0745605,7.0
1.55,0.4,31.51046925,13.0
1.35,0.3,21.4605715,10.0
1.475,0.4375,34.0477495,14.0
1.6125,0.4,35.210079,9.0
1.5,0.375,32.034935,11.0
0.8875,0.2,5.06038575,6.0
1.225,0.3,15.2236815,8.0
1.125,0.3125,13.0691195,8.0
1.475,0.375,28.689694,14.0
1.525,0.4375,33.0838665,14.0
1.4,0.4375,26.63435525,13.0
1.075,0.2625,10.149121,7.0
1.4375,0.375,26.08154,10.0
1.375,0.35,21.8007655,7.0
1.4,0.35,24.67823975,9.0
1.6,0.4125,31.34037225,12.0
1.2875,0.4875,22.169309,15.0
1.4125,0.4,22.5378525,10.0
1.475,0.3875,30.94347925,9.0
1.525,0.4125,30.1355185,12.0
1.4,0.3625,24.28134675,13.0
1.2125,0.3125,15.87572,7.0
1.025,0.275,9.73805325,8.0
1.5125,0.4125,30.71668325,12.0
0.875,0.2125,5.03203625,3.0
0.675,0.1875,2.8632995,6.0
1.2375,0.325,16.68368075,8.0
1.25,0.3,18.14368,10.0
1.5875,0.4,34.5013415,10.0
1.5625,0.4375,37.364641,9.0
1.6125,0.45,41.80133775,11.0
1.325,0.35,23.7285315,9.0
1.525,0.375,30.71668325,8.0
0.4,0.0875,0.55281525,4.0
1.425,0.35,24.96173475,9.0
1.1,0.275,12.5021295,9.0
1.4125,0.3625,24.73493875,9.0
1.6,0.45,32.6869735,9.0
1.3625,0.45,25.33027825,25.0
1.5125,0.4125,35.19590425,15.0
1.4875,0.375,28.2077525,11.0
1.3,0.35,20.0997955,11.0
1.55,0.4375,41.80133775,11.0
1.525,0.4,26.875326,10.0
1.6125,0.475,41.23434775,14.0
1.4125,0.4,27.1304715,20.0
1.25,0.3625,22.963095,9.0
1.4875,0.3875,30.900955,11.0
0.975,0.2625,7.9662095,7.0
1.5375,0.3875,27.9242575,10.0
1.175,0.3125,15.2236815,7.0
1.425,0.4,26.365035,10.0
1.5125,0.325,23.09066775,9.0
1.375,0.4125,24.73493875,9.0
1.45,0.4,28.02348075,12.0
1.6625,0.475,40.1145425,10.0
1.6,0.475,43.3463855,22.0
1.5625,0.4125,35.62114675,12.0
1.45,0.375,26.63435525,11.0
0.75,0.1875,2.76407625,6.0
1.0625,0.2375,10.73028575,13.0
1.375,0.35,21.55979475,15.0
1.6375,0.3625,28.78891725,10.0
1.6625,0.4125,39.179009,9.0
1.75,0.5,53.580555,12.0
1.5125,0.4125,30.91512975,11.0
1.4125,0.3875,26.69105425,9.0
0.675,0.2125,3.742134,5.0
1.5125,0.4125,32.0065855,13.0
1.475,0.3625,27.51318975,13.0
1.2125,0.3375,18.75319425,13.0
1.575,0.3875,32.78619675,10.0
1.025,0.25,7.98038425,8.0
0.925,0.2125,6.95980225,6.0
1.2875,0.3,15.87572,8.0
1.05,0.2875,10.33339275,7.0
1.4375,0.35,26.2232875,9.0
1.4125,0.3375,22.66542525,9.0
1.3,0.3125,16.76872925,9.0
0.9375,0.25,7.9662095,9.0
1.45,0.375,28.05183025,9.0
1.0875,0.325,9.99319875,8.0
1.3125,0.3125,20.638436,10.0
1.525,0.375,31.2694985,9.0
1.475,0.4,30.390664,13.0
1.5875,0.4375,36.10308825,12.0
1.7375,0.425,44.15434625,10.0
1.3375,0.375,23.45921125,9.0
1.5625,0.45,40.83745475,16.0
1.4625,0.425,32.72949775,19.0
1.5625,0.4125,31.6096925,10.0
1.35,0.3625,24.437269,9.0
1.475,0.4125,34.189497,12.0
1.7,0.525,42.807745,11.0
1.1,0.275,12.3320325,8.0
0.9375,0.225,6.13766675,6.0
1.025,0.2625,10.95708175,7.0
1.0875,0.3,13.90542975,7.0
1.525,0.425,27.612413,11.0
1.6625,0.4375,43.30386125,12.0
1.175,0.275,14.5432935,7.0
1.175,0.3875,18.427175,13.0
1.475,0.375,31.581343,14.0
1.3,0.3625,19.74542675,8.0
1.5125,0.5,28.5479465,16.0
1.5875,0.3875,33.83512825,10.0
1.475,0.3875,28.81726675,20.0
0.8125,0.1875,3.61456125,6.0
1.5,0.375,30.71668325,10.0
1.6125,0.4375,32.89959475,10.0
0.825,0.175,4.2807745,6.0
1.625,0.4375,38.385223,9.0
0.925,0.25,7.087375,8.0
1.1,0.3,10.7444605,8.0
1.425,0.3875,28.7180435,8.0
1.2625,0.3125,18.597272,9.0
1.2875,0.3,18.540573,10.0
1.4125,0.35,25.52872475,14.0
1.5375,0.4125,35.777069,14.0
1.4,0.3875,26.01066625,10.0
1.575,0.4375,30.9860035,12.0
1.475,0.4125,33.29648775,13.0
0.6875,0.15,2.3530085,7.0
1.525,0.4125,29.3417325,9.0
1.2125,0.2875,15.3370795,8.0
0.925,0.225,6.123492,7.0
0.875,0.225,5.1312595,6.0
1.5625,0.4125,34.37376875,11.0
1.775,0.45,44.8772585,10.0
1.5125,0.3875,31.127751,12.0
1.4375,0.4,22.8213475,9.0
1.475,0.375,25.86891875,10.0
1.1875,0.2875,12.51630425,10.0
1.575,0.375,31.14192575,13.0
1.575,0.375,32.16250775,9.0
1.4125,0.4,24.76328825,10.0
1.45,0.375,27.1304715,9.0
0.7875,0.175,3.40194,7.0
1.0375,0.25,10.41844125,7.0
1.6125,0.4625,41.7588135,14.0
0.7125,0.1375,2.8632995,4.0
1.1875,0.3125,14.118051,9.0
1.1,0.2875,11.89261525,8.0
1.6125,0.375,32.034935,12.0
1.3,0.3125,20.184844,9.0
1.575,0.4,34.23202125,9.0
1.3,0.3375,18.71067,13.0
1.5375,0.4625,33.40988575,11.0
1.4125,0.425,25.7696955,8.0
1.3,0.35,19.43358225,15.0
1.4125,0.375,23.85610425,10.0
1.225,0.3125,19.09338825,9.0
1.425,0.375,22.8213475,11.0
1.275,0.3,16.17338975,7.0
0.7875,0.2125,4.309124,7.0
1.25,0.3125,18.86659225,8.0
1.525,0.5,32.41765325,15.0
1.4875,0.3875,29.0582375,9.0
1.3125,0.3125,17.19397175,9.0
1.1375,0.2875,12.6722265,8.0
0.9375,0.25,6.30776375,9.0
1.7125,0.475,52.34735175,10.0
1.1125,0.3125,12.99824575,7.0
1.2625,0.3,18.71067,8.0
1.5125,0.425,29.69610125,13.0
0.8,0.2,3.81300775,5.0
1.625,0.425,36.61337925,10.0
